Sr.No,District,Disaster Type,Disaster Date,Section,Gram Panchayat,Asset Category,Name of the Road,Total Length of Road (in Km),Road Category,Road Types (materials),Road Type Material (other),RD/Location name,Length of Totally Damaged Roads (in meters),Length of Severely Damaged Roads (in meters),Length of Minor Damaged Roads (in Meters),Retaining Wall Damaged,Length of Retaining Wall Damaged (in meters),Breast Wall Damaged,Length of Breast Wall Damaged (in meters),Severity of Hume Pipe Damage,Number of Hume Pipes Damaged,Severity of Slab / Box Culvert Damage,Number of Slab / Box Culvert Damage,Severeity of Causeway Damage,Number of Causeway  Damaged,Roadside Drainage Damaged,Length of Roadside Drainage Damaged (in meters),Estimated Amount (in Lakhs),Remarks,Latitude,Longitude,,,
10055,Shimla,Landslide,10-10-2025,Anti(Hatkoti),NANDPUR,Roads,GHATTIGAR TO RAJPURI ROAD,0.9,Village Road,Earthen Road,,0.00 TO 0.210,120,90,0,Totally Damaged,25,,,Severely Damaged,3,,,,,,,15,,31.130424,77.743777,Self Visit,,
10056,Shimla,Landslide,30-09-2025,Anti(Hatkoti),NANDPUR,Roads,SARLI KAPRI SANOLI ROAD,2,Village Road,Earthen Road,,"0.00 TO 0.030,0.060 TO 0.150, 0.210 TO 0.400, 0.520 TO 0.750, 0.780 TO 0.915, 1.050 TO 1.210, 1.240 TO 1.260, 1.405 TO 1.600, 1.705 TO 2.000",700,100,0,Totally Damaged,0,Totally Damaged,90,Severely Damaged,1,,,,,,,178,,31.130424,77.743777,Recieved from Others,NARENDER THAKUR WORK INSPECTOR,9816778305
10057,Shimla,Excessive Rain,28-08-2025,Sainj Section(Sainj Sub-Division),Dhar Tar punu,Roads,Meha to Neri Road,2,Village Road,Black Top,,,150,60,80,Minor Damage,50,Minor Damage,60,Minor Damage,1,,,,,Minor Damage,60,,,31.0311,77.2907,Self Visit,,
10058,Shimla,Landslide,23-07-2025,Chamain(Kalbog),Kiarvi,Roads,Baghal Ghati to Chambidhar,1.6,Village Road,Earthen Road,,0/120 to0/250,130,,,Minor Damage,130,,,,,,,,,,,33.43,,31.20543166,77.56235,Self Visit,,
10059,Shimla,Landslide,07-09-2025,Hatkoti(Hatkoti),KATHASU,Roads,Kolu khad to Dhapli road km 0/00 to 0/555,0.555,Village Road,Earthen Road,,0.045 TO 0.555,50,50,0,Totally Damaged,0,Totally Damaged,0,,,,,,,,,67,,31.130424,77.743777,Self Visit,,
10060,Shimla,Landslide,14-08-2024,Tara Devi Section(Shoghi Sub-Division),,Roads,Phyal Dawanti Via Samleeg ,4.105,Village Road,Earthen Road,,2/560,,15,100,,,Minor Damage,5,,,,,,,,,2,,31.06331,77.110384,Self Visit,,
10061,Shimla,Landslide,25-07-2025,Beolia Section(Junga Sub-Division),,Roads,Old Kasumpti Junga road,11.02,Village Road,Black Top,,6/00 to 9/00,3000,1500,100,,,,,,,,,,,Totally Damaged,,60,,30.0125517,77.264586,Self Visit,,
10062,Shimla,Landslide,31-08-2025,Thaila Section(Sunni Sub-Division),Khatnol,Roads,Link road to village Khatnol,10,Village Road,Black Top,,8.700 to 8.740,,40,0,,,,,,,,,,,,,0.3,heavy landslide occured on the road and road was completely blocked for one day.,31.17101,77.27101,Self Visit,,
10063,Shimla,Landslide,10-09-2025,Pandranoo(Hatkoti),Jhalta ,Roads,Dhanser to Shiloli road ,3,Village Road,Earthen Road,,"0/100 to 0/200, 0/300 to 0/400, 0/650 to 0/750, 0/900 to 1/00, 1/550 to 1/600, 1/700 to 1/750, 1/900 to 2/00, 2/600 to 2/650,2/700 to 2/750",500,500,0,Totally Damaged,100,Totally Damaged,150,Severely Damaged,1,,,,,Totally Damaged,0,99,,31.078017,77.84604,Self Visit,,
10064,Shimla,Landslide,24-07-2024,Mandal(Hatkoti),,Roads,Ploti Nalla to Mahsu Mandir Bhollar km 0/00 to 0/500,0.5,Village Road,Black Top,,"0/108 to 0/120,0/195 to 0/225, 0/270 to 0/285",,30,0,Severely Damaged,10,Severely Damaged,5,,,,,,,Severely Damaged,0,3.82,,31.152473,77.785243,Self Visit,,
10065,Shimla,Landslide,15-08-2025,Dargi Section(Dhami Sub-Division),Chanawag,Roads,Dawaroo Chanawag road,1.7,Village Road,Black Top,,0.720,,,30,,,,,,,,,,,Totally Damaged,30,5,,31.240099,77.01387,Self Visit,,
10066,Shimla,Landslide,10-06-2025,Mandhol(Jubbal),,Roads,R/R Damages on Mandhole Magota road km 0/00 to 8/640,8.64,Village Road,Black Top,,0/100 TO 0/120,20,20,0,Totally Damaged,20,Totally Damaged,0,,,,,,,Totally Damaged,0,1.34,,31.128826,77.704141,Self Visit,,
10067,Shimla,Landslide,24-07-2024,Mandal(Hatkoti),,Roads,Pokta to Bhawan road km 0/0 to 0/500,0.5,Village Road,Black Top,,"0/108 to 0/120,0/195 to 0/225, 0/270 to 0/285",,40,0,,,,,,,,,,,Severely Damaged,0,3.81,,31.145691,77.771355,Self Visit,,
10068,Shimla,Landslide,10-07-2025,Baghi(Kalbog),Ratnari,Roads,Bakhrala Arihala to Kaul via Bashnal,2.5,Village Road,Earthen Road,,"0/925 to 0/950, 1/165 to 1/190",50,,,Minor Damage,50,Totally Damaged,,,,,,,,,,5.35,,31.21673166,77.532575,Self Visit,,
10069,Shimla,Landslide,25-07-2025,Challanda Section(Junga Sub-Division),,Roads,Shillonbag to Darbhod road,6,Village Road,Black Top,,1/815 to 1/830,15,15,0,,,,,,,,,,,Severely Damaged,20,25,,31.050266,77.276253,Self Visit,,
10070,Shimla,Landslide,12-09-2025,Pandranoo(Hatkoti),Jhalta ,Roads,Link road to Village Dhanser ,4.765,Village Road,Earthen Road,,"0/150 to 0/350, 0/600 to 0/900, 1/150 to 1/350, 1/680 to 1/980, 2/300 to 2/350, 3/200 to 3/250, 4/100 to 4/200",100,300,0,Totally Damaged,0,Totally Damaged,0,,,,,,,Totally Damaged,0,160,,31.130424,77.743777,Self Visit,,
10071,Shimla,Landslide,14-09-2025,Pandranoo(Hatkoti),PANDRANU,Roads, KIMTA BASTI PATALA,0.7,Village Road,Earthen Road,,0.210 TO 0.570,30,300,0,,,,,,,,,,,,,24,,30.95582,77.819733,Self Visit,,
10072,Shimla,Excessive Rain,30-06-2025,Karyali Section(Jalog Sub-Division),Domehar,Roads,Kadharghat to Domehar 0/00 to 5/00,5,Village Road,Black Top,," 1/500 to 1/510, ",,35,450,,,,,,,,,,,Minor Damage,850,4,R/WALL REQURIED,31.219447,77.212577,Self Visit,,
10073,Shimla,Landslide,12-09-2025,Pandranoo(Hatkoti),SOLANG,Roads,"LINK ROAD TO H.B, SOLANG",0.7,Village Road,Earthen Road,,"0.120 TO 0.345, 0.455 TO 0.600",30,120,0,Severely Damaged,50,Severely Damaged,105,,,,,,,,,23,,30.971802,77.794312,Self Visit,,
10074,Shimla,Landslide,05-08-2024,Tara Devi Section(Shoghi Sub-Division),,Roads,Tutikandi Sheelgaon via Kiari Road,3.97,Village Road,Black Top,,2/200,,30,30,Minor Damage,15,Minor Damage,5,,,,,,,,,5,,31.090982,77.145993,Self Visit,,
10075,Shimla,Excessive Rain,03-09-2025,Kawar(Dodra- kawar),dodra,Roads,Rohru chirgaon Dodra kawar,92.25,Major District Road,Water Bound Macadem,,71.200/dodra bekhulti,60,30,0,Minor Damage,60,,,,,,,,,Minor Damage,90,45,PCC Rwall required with 900mm dai CD,31.20194,78.060697,Self Visit,,
10076,Shimla,Sinking of Land,05-09-2025,Kawar(Dodra- kawar),,Roads,Rohru chirgaon dodra kawar,92.25,Major District Road,Water Bound Macadem,,75.435,50,25,0,Minor Damage,25,,,,,,,,,Minor Damage,40,6.2,,31.19577,78.063603,Self Visit,,
10077,Shimla,Sinking of Land,03-09-2025,Kawar(Dodra- kawar),dodra,Roads,Rohru chirgaon Dodra kawar,92.25,Major District Road,Water Bound Macadem,,71.200/dodra bekhulti,60,30,0,Minor Damage,60,,,,,,,,,Minor Damage,90,45,PCC Rwall required with 900mm dai CD,31.207591,78.057226,Self Visit,,
10078,Shimla,Landslide,21-08-2025,Kharapather(Jubbal),,Roads,Sanaba to Tippri 0/00 to 0/600,0.6,Village Road,Black Top,,"0/030 to 0/060,0/110 to 0/145,0/315 to 0/325",75,75,0,Severely Damaged,75,,,,,,,,,Severely Damaged,0,5.02,,31.1032716,77.626453,Self Visit,,
10079,Shimla,Excessive Rain,28-08-2025,Sainj Section(Sainj Sub-Division),Dhartar punu,Roads,Meha to Dandi Road,4.93,Village Road,Black Top,,,60,25,25,Minor Damage,50,Minor Damage,30,Minor Damage,2,,,,,Minor Damage,50,,,31.0321,77.283,Self Visit,,
10080,Shimla,Excessive Rain,08-09-2025,Sarahan(Sarahan sub-division),,Roads,Mashnoo Taklech,61,Village Road,Earthen Road,,,30,125,,,,,,,,,,,,,,,,31.457656,77.760688,Self Visit,,
10081,Shimla,Landslide,31-08-2025,Hatkoti(Hatkoti),KATHASU,Roads,MURAL TO SOJLA ROAD,4.5,Village Road,Black Top,,"0.810 TO 0.890, 1.220 TO 1.330, 2.105 TO 2.150, 2.180 TO 2.250, 2.810 TO 2.940, 3.015 TO 3.210, 3.520 TO 3.580, 3.750 TO 3.880",120,390,0,Totally Damaged,70,Minor Damage,30,Severely Damaged,3,,,,,Minor Damage,240,55,,31.130424,77.743777,Recieved from Others,RAJKUMAR WORK INSPECTOR,9816637075
10082,Shimla,Excessive Rain,08-09-2025,Sarahan(Sarahan sub-division),mashnoo ,Roads,Mashnoo Taklech,48,Village Road,Earthen Road,,5.125,65,140,,,,,,,,,,,,,,5,,31.457458,77.760758,Self Visit,,
10083,Shimla,Excessive Rain,31-08-2025,Kholighat(Nankhari sub-division),Kholighat,Roads,Tikaar Jarol Gahan Nankhari Khamadi ,52,Major District Road,Black Top,,8.330,950,450,0,Minor Damage,250,Totally Damaged,180,Minor Damage,1,,,,,Minor Damage,650,30.45,SUBSIDENCE IN AREA DUE TO HAVEY RAINFALL,31.257613,77.513232,Self Visit,,
10084,Shimla,Excessive Rain,16-09-2025,Sarahan(Sarahan sub-division),Kinoo,Roads,Kinnoo Bhagawat,7.75,Village Road,Earthen Road,,5.540,45,80,,,,,,,,,,,,,,5,,31.46623,77.82862,Self Visit,,
10085,Shimla,Excessive Rain,15-09-2025,Sarahan(Sarahan sub-division),mashnoo ,Roads,Rampur Gaura Mashnoo,61,Major District Road,Black Top,,33.165,110,240,,,,,,,,,,,,,,3.5,,31.455615,77.802745,Self Visit,,
10086,Shimla,Landslide,30-07-2025,Bharari Section(Shimla Sub-Division No. I),Cheri,Roads,Cheri to Neri via Kiar Koti ,5.5,Village Road,Black Top,,16/060,30,50,20,Additional R/Wall Required,20,,,,,,,,,Minor Damage,50,10,Protection Work Required,31.142992,77.19215,Self Visit,,
10087,Shimla,Excessive Rain,25-08-2025,Sarahan(Sarahan sub-division),Shahdhar,Roads,Rampur Gaura Mashnoo Jeori ,61,Major District Road,Black Top,,,65,185,,,,,,,,,,,,,,,,31.455076,77.78517,Self Visit,,
10088,Shimla,Landslide,01-09-2025,Jeori(Sarahan sub-division),Bonda,Roads,Jeori Nawaroo Bonda ,6.79,Village Road,Earthen Road,,6/540,80,130,50,Totally Damaged,40,,,,,,,,,,,10,,31.518376,77.790466,Self Visit,,
10089,Shimla,Excessive Rain,25-08-2025,Sarahan(Sarahan sub-division),Shahdhar,Roads,Rampur Gaura Mashnoo Jeori,61,Major District Road,Black Top,,42.655 to 42.670,15,10,,,,,,,,,,,,,,4,,31.48059,77.781591,Self Visit,,
10090,Shimla,Sinking of Land,02-08-2025,Baghi(Kalbog),Ratnari,Roads, Mail 1st to Mail 2nd road,6,Village Road,Black Top,,3/120 to 3/160 3/795 to 3/810 4/275 to 4/300 4/585 to 4/595 5/328 to 5/350 5/630 to 5/640,90,32,,Totally Damaged,,,,,,,,,,,,20.33,,31.2244983,77.51259166,Recieved from Others,Dandu Lal work inspector,7018956313
10091,Shimla,Landslide,10-09-2025,Hatkoti(Hatkoti),BADHAL,Roads,DOCHI BOULI BADHAULI RAIKA ROAD,2.51,Village Road,Black Top,,0.030 TO 0.100,70,40,0,Totally Damaged,35,Totally Damaged,15,Severely Damaged,2,,,,,,,9,,31.130424,77.743777,Self Visit,,
10092,Shimla,Landslide,17-09-2025,Jubbal(Jubbal),,Roads,Mehana Khad Badhal Road km 0/00 to 2/615,2.615,Village Road,Black Top,,"0/800 to 0/812,0/910 to 0/950, 0/960 to 0/980, ,0/990 to 1/110 , 1/030 to 1/060, 1/00 to 1/050, 1/210 to 1/310",272,272,0,Totally Damaged,0,Totally Damaged,0,,,,,,,Totally Damaged,0,37.55,,31.0947,77.7237,Self Visit,,
10093,Shimla,Landslide,22-08-2025,Birthata(Jubbal),,Roads,Link road KPA to Upper Sundli km 0/00 to 1/00,1,Village Road,Black Top,,"0/135 to 0/185, 0/630 to 0/645",65,65,0,Severely Damaged,65,,,,,,,,,Severely Damaged,25,4.35,,31.099899,77.674592,Self Visit,,
10094,Shimla,Excessive Rain,02-09-2025,Sarahan(Sarahan sub-division),Shahdhar,Roads,Rampur Gaura Mashnoo Jeori,61,Major District Road,Black Top,,43.135 to 43/155,20,15,,,,,,,,,,,,,,4,,31.483334,77.778953,Self Visit,,
10095,Shimla,Excessive Rain,30-08-2025,Sarahan(Sarahan sub-division),Sarahan,Roads,Rampur Gaura Mashnoo Jeori,61,Major District Road,Black Top,,47.285,40,120,,,,,,,,,,,,,,8,,31.510719,77.782447,Self Visit,,
10096,Shimla,Excessive Rain,09-09-2025,Sarahan(Sarahan sub-division),Mashnoo,Roads,Bajwa Bridge to Village Bajwa,3,Village Road,Earthen Road,,0.210,65,110,,,,,,,,,,,,,,5.5,,31.451482,77.805048,Self Visit,,
10097,Shimla,Excessive Rain,09-09-2025,Jeori(Sarahan sub-division),Bonda,Roads,Jeori Nawaroo Bonda Road ,6.79,Village Road,Earthen Road,,6.570,60,260,,,,,,,,,,,,,,12,,31.518622,77.790732,Self Visit,,
10098,Shimla,Excessive Rain,09-09-2025,Jeori(Sarahan sub-division),Bonda,Roads,Jeori Nawaroo Bonda Road ,6.79,Village Road,Earthen Road,,6.510,65,160,,,,,,Totally Damaged,1,,,,,,,8,,31.518378,77.790422,Self Visit,,
10099,Shimla,Excessive Rain,11-08-2023,Sarahan(Sarahan sub-division),Mashnoo,Roads,Bajwa Bridge to Village Bajwa,3,Village Road,Earthen Road,,2.075,15,55,,,,,,,,,,,,,,,,31.45587,77.799168,Self Visit,,
10100,Shimla,Excessive Rain,11-08-2023,Sarahan(Sarahan sub-division),Mashnoo,Roads,B,3,Village Road,Earthen Road,,,85,170,,,,,,,,,,,,,,,,31.457775,77.796925,Self Visit,,
10101,Shimla,Sinking of Land,07-08-2025,Deory-khanety(Kotkhai),Purag,Roads,Ghasigaon Dhanroti Link road,3.93,Village Road,Black Top,,0/040 to 0/080,40,,0,Totally Damaged,0,,,,,,,,,,,5.35,,31.125,77.5378,Self Visit,,
10102,Shimla,Excessive Rain,14-08-2025,Ganvi(Sarahan sub-division),Jaghori,Roads,Pajidhar Chandi Branda,10,Village Road,Water Bound Macadem,,6.795,120,210,,Totally Damaged,60,,,Totally Damaged,1,,,,,Severely Damaged,320,8.5,,31.591295,77.749533,Recieved from Others,Baldev Work Inspector,7018543180
10103,Shimla,Landslide,08-07-2025,Baghi(Kalbog),Ratnari  Baghi,Roads,Gumma Baghi  Narkanda road,38.5,Major District Road,Black Top,,"20/650 to 20/665, 28/795 to 28/805, 19/350 to 19/365, ",40,,,Minor Damage,40,Totally Damaged,,,,,,,,,,7.51,,31.24874295,77.50509142,Self Visit,,
10104,Shimla,Landslide,10-09-2025,Mandal(Hatkoti),Jhagtan ,Roads,Bus stand Jharashali  to Village Jharashali ,1.3,Village Road,Earthen Road,,"0/00 to 0/500 , 0/550 to 0/600",300,200,0,Totally Damaged,80,Totally Damaged,40,Severely Damaged,2,,,,,Totally Damaged,0,72,,31.141255,77.779142,Self Visit,,
10105,Shimla,Landslide,01-07-2025,Narkanda(Thanedhar sub-division),sihal,Roads,Jimmu Nallah to Jal road,5,Village Road,Black Top,,0/120 to 0/140,20,,0,Totally Damaged,20,,,,,,,,,,,8,,31.242893,77.472828,Self Visit,,
10106,Shimla,Landslide,12-08-2025,Kharapather(Jubbal),,Roads,Santoshinagar to Kaina  km 0/00 to 1/500,1.5,Village Road,Black Top,,"0/240 to 2/255,0/470 to 0/500,0/625 to 0/640,1/00 to 1/020,1/240 to 1/255,1/370 to 1/390 ,1/480 to 1/490 ",125,,0,Severely Damaged,125,,,,,,,,,Severely Damaged,0,8.38,,31.127115,77.675648,Self Visit,,
10107,Shimla,Flash flood,04-09-2025,Kawar(Dodra- kawar),,Roads,rOHRU CHIRGAON DODRA KAWAR,92.25,Major District Road,Water Bound Macadem,,87.400,60,100,0,,,Minor Damage,60,,,,,,,Totally Damaged,60,17.3,,31.193031,78.074434,Self Visit,,
10108,Shimla,Landslide,01-07-2025,Kotgarh(Thanedhar sub-division),Kotgarh,Roads,Kotgarh Brail Road,1.8,Village Road,Black Top,,0.600,25,,0,Totally Damaged,25,,,,,,,,,,,10,,31.31137,77.474489,Self Visit,,
10109,Shimla,Landslide,10-09-2025,Sarahan(Sarahan sub-division),kinoo,Roads,maglad to runpoo,6.4,Village Road,Earthen Road,,0.960,160,240,,Totally Damaged,25,,,,,,,,,,,15,,31.463677,77.8228947,Self Visit,,
10110,Shimla,Landslide,04-09-2025,Bhadrash(Rampur sub-division),Bahli,Roads,Bhadrash Brandli road,34.09,Village Road,Black Top,,22/400,50,150,,,,Additional B/Wall Required,40,,,,,,,Severely Damaged,450,10,B/Wall required ,31.352443,77.660235,Self Visit,,
10111,Shimla,Landslide,28-08-2025,Sainj Section(Sainj Sub-Division),ghoond,Roads,chhailla Ghoond Banari road,20.615,Village Road,Black Top,,,250,100,80,Minor Damage,80,Minor Damage,60,Minor Damage,3,,,,,Minor Damage,150,,,31.073524,77.444999,Self Visit,,
10112,Shimla,Fall from tree or steep-rock,28-06-2025,Challanda Section(Junga Sub-Division),,Roads,Kufri to Chail road,25,Major District Road,Black Top,,7/020 to 7/030,10,10,0,,,,,,,,,,,,,,,31.069706,77,Self Visit,,
10113,Shimla,Landslide,05-07-2025,Junga Section(Junga Sub-Division),,Roads,Old Junga to Bharandi road,2.225,Village Road,Black Top,,1/105 to 1/115,10,10,0,,,,,,,,,,,Severely Damaged,0,15,,31.02167289,77.18832756,Self Visit,,
10114,Shimla,Landslide,07-09-2025,Hatkoti(Hatkoti),SARASWATINAGAR,Roads,HATKOTI KENCHI TO BATHAH,0.9,Village Road,Earthen Road,,0.00 TO 0.600,300,300,0,Totally Damaged,40,Totally Damaged,0,,,,,,,,,75,,31.130424,77.743777,Self Visit,,
10115,Shimla,Excessive Rain,05-09-2025,Kawar(Dodra- kawar),,Roads,Rohru Chirgaon Dodra Kawar,92.25,Major District Road,Water Bound Macadem,,85.380,50,,0,Minor Damage,30,,,,,,,,,Severely Damaged,0,16.2,,31.193725,78.072139,Self Visit,,
10116,Shimla,Excessive Rain,28-08-2025,Kuthar Section(Sainj Sub-Division),Chanouth,Roads,Bala to Kishore road,8,Village Road,Earthen Road,,,30,20,15,Minor Damage,30,Minor Damage,50,Minor Damage,2,,,,,Minor Damage,40,,,31.21303,77.432927,Self Visit,,
10117,Shimla,Landslide,02-08-2024,Tara Devi Section(Shoghi Sub-Division),,Roads,Totu Taradevi Byepass,4.105,Village Road,Black Top,,2/010,,7,50,Minor Damage,15,,,,,,,,,Minor Damage,15,5,,31.077411,77.13917,Self Visit,,
10118,Shimla,Landslide,25-07-2024,Tara Devi Section(Shoghi Sub-Division),,Roads,N.H. 22 to Judicial Complex Via Chakkar,1.79,Village Road,Black Top,,1/350,,12,20,Minor Damage,12,,,,,,,,,,,2,,31.089374,77.137045,Self Visit,,
10119,Shimla,Landslide,12-08-2025,Birthata(Jubbal),,Roads,Link road Kelvi to Belai km 0/00 to 1/750,1.75,Village Road,Black Top,,"HPC at RD 0/330,0/500,0/875,1/135,/1300",,,0,,,,,,,,,,,Severely Damaged,0,17.5,,31.09897,77.711467,Self Visit,,
10120,Shimla,Landslide,23-08-2025,Birthata(Jubbal),,Roads,Bhagoli Barthata Road km 0/00 to 17/00,17,Village Road,Black Top,,"0/020-0/030,0/550-0/560,0/590- 0/600,0/915-0/925,3/660-3/670,3/835- 3/845,7/430-7/440,8/030-8/040,8/900- 8/910,15/310-15/325,16/660- 16/670,16/210-16/220 &,12/920-12/935",135,135,0,Severely Damaged,135,,,,,,,,,Severely Damaged,55,9.38,,31.098806,77.658662,Self Visit,,
10121,Shimla,Excessive Rain,15-07-2025,Badmain Section(Sunni Sub-Division),Basantpur ,Roads,Devidhar sheedal via Ambri road km 0/000 to 3/250,3.25,Village Road,Earthen Road,,0/630,,,250,,,,,,,,,,,,,6,Due to Sinking of road R/Wall/B/wall required,31.211944,77.134444,Self Visit,,
10122,Shimla,Landslide,21-07-2025,Baragaon(Baragaon sub-division),Baragaon,Roads,Jhamol Nallah to Dhar,3.375,Village Road,Earthen Road,,1/090 to 1/110,20,,,Totally Damaged,20,,,,,,,,,,,8,,31.328829,77,Self Visit,,
10123,Shimla,Landslide,06-09-2025,Baragaon(Baragaon sub-division),Baragaon,Roads,Kachinghatti to Nag,2.7,Village Road,Earthen Road,,1/090 to 1/105,15,,,Totally Damaged,15,,,,,,,,,,,6,,31.302063,77.387963,Self Visit,,
10124,Shimla,Landslide,19-08-2025,Kharapather(Jubbal),,Roads,Kharapather Giri Ganga Road km 0/00 to 6/00,6,Village Road,Black Top,,"3/285 to 3/330 ,3/310 to 3/325,3/350 to 3/380,1/195 to 1/225",90,90,0,Severely Damaged,90,,,,,,,,,Severely Damaged,0,8.04,,31.106459,77.626052,Self Visit,,
10125,Shimla,Landslide,10-09-2025,Pandranoo(Hatkoti),Giltari ,Roads,Jhalta Giltari road ,2.555,Village Road,Black Top,,"0/100 to 0/400, 0/500 to 0/700, 0/800 to 0/900, 1/00 to 1/300, 1/600 to 1/800, 1/900 to 2/000",300,300,0,Totally Damaged,40,Totally Damaged,15,,,,,,,Totally Damaged,0,173,,31.11119167,77.82741667,Self Visit,,
10126,Shimla,Landslide,13-09-2025,Dhalli (Chamiyana) Section(Shimla Sub-Division No. I),Chamiyana,Roads,Chamiyana to Surala,6.2,Village Road,Black Top,,5/700,10,20,20,,,,,,,,,,,,,10,Protection work Required,31.091569,77.202431,Self Visit,,
10127,Shimla,Excessive Rain,09-08-2025,Sarahan(Sarahan sub-division),mashnoo ,Roads,Mashnoo Taklech,48,Village Road,Earthen Road,,,140,260,,,,,,,,,,,,,,,,31.457214,77.761534,Recieved from Others,Pega Ram JE Sarahan Section,8219375155
10128,Shimla,Excessive Rain,22-07-2025,Ogly Section(Jalog Sub-Division),,Roads,Slapper Tattapani Sunni Luhri road Km 0/000 to 120/800 portion Km 86/000 to 104/000,18,Major District Road,Black Top,,86.00 to 104.00,,8000,10000,,,,,,,,,,,Minor Damage,2200,100,Road Crust damaged and require repair by providing G-III layer and BC patch works. ,31.265414,77,Self Visit,,
10129,Shimla,Landslide,01-07-2025,Kotgarh(Thanedhar sub-division),Khaneti,Roads,C/O link road from oddi nallah to Kachoti,2.453,Village Road,Black Top,,0.585,50,,0,Totally Damaged,50,,,,,,,,,,,20,,31.280485,77.482007,Self Visit,,
10130,Shimla,Landslide,16-08-2025,Thaila Section(Sunni Sub-Division),Majhiwar,Roads,Garkahan to Berti road km 0/00 to 8/00.,8,Village Road,Earthen Road,,2.900 to 2.920,,20,0,,,,,,,,,,,,,0.2,heavy landslide occured.,31.17907,77.23896,Self Visit,,
10131,Shimla,Excessive Rain,01-09-2025,Kungal balti(Nankhari sub-division),Khamadi,Roads,Raila to Shakrela Road,11.8,Village Road,Black Top,,0.010,180,75,0,Totally Damaged,120,Totally Damaged,90,Minor Damage,2,,,,,Minor Damage,350,65.8,subsidence in area due to heavy rainfall,31.288788,77.642574,Self Visit,,
10132,Shimla,Excessive Rain,30-08-2025,Sarahan(Sarahan sub-division),Sarahan,Roads,Rampur Gaura Mashnoo Jeori,61,Major District Road,Black Top,,,60,140,,,,,,,,,,,,,,,,31.505354,77.774766,Self Visit,,
10133,Shimla,Landslide,12-08-2025,Kumarsain(Kumarsain sub-division),Kumarsain,Roads,Link road to Village Bai,0.6,Village Road,Black Top,,"0/255 to 0/270 , 0/285 to 0/295 , 0/360 to 0/370, 0/510 to 0/530",55,,0,Totally Damaged,55,,,,,,,,,Minor Damage,100,6,,31.317338,77.449549,Self Visit,,
10134,Shimla,Landslide,15-07-2025,Totu Section(Jutogh Sub-Division),,Roads,Upperli Fatechi,0.72,Village Road,Earthen Road,,.130,500,,,,,,,,,,,,,,,50,,31.117643,77.107122,Self Visit,,
10135,Shimla,Flash flood,24-07-2025,Taklech-ii(Takech sub-division),Taklech,Roads,Rohru Sungri Bahli Taklech Nogli Road,80,Village Road,Water Bound Macadem,,67/180 to 67/210,200,350,,Totally Damaged,90,,,,,,,,,,,50,,31.375277,77.726388,Self Visit,,
10136,Shimla,Landslide,11-09-2025,Dhalli (Chamiyana) Section(Shimla Sub-Division No. I),Chamiyana,Roads,Chamiyana to Surala Road,6.2,Village Road,Black Top,,1/360,,20,20,,,,,,,,,,,,,16,Protection Work Required,31.097971,77.197399,Self Visit,,
10137,Shimla,Landslide,15-07-2025,Totu Section(Jutogh Sub-Division),,Roads,Chaily Beunt Bhung Batol,2.15,Village Road,Water Bound Macadem,,0.930,,20,,Totally Damaged,20,,,,,,,,,,,10,,31.1319984,77.137646,Self Visit,,
10138,Shimla,Landslide,19-08-2025,Birthata(Jubbal),,Roads,Link road Battar Galu to Tikkari Sarain Jubbar km 0/00 to 2/870,2.87,Village Road,Black Top,,"1/885 to 1/900,2/585 to 2/615",35,35,0,Severely Damaged,35,,,,,,,,,Severely Damaged,0,3.01,,31.092184,77.711048,Self Visit,,
10139,Shimla,Sinking of Land,05-09-2025,Kawar(Dodra- kawar),dodra,Roads,Rohru chirgaon dodra kawar ,92.25,Major District Road,Black Top,,72.100,60,40,0,Minor Damage,35,,,,,,,,,Severely Damaged,0,7,,31.229651,76.80122,Self Visit,,
10140,Shimla,Landslide,03-09-2025,Lakkar Bazar Section(Shimla Sub-Division No. I),Dumi,Roads,Kamayna to PAobo ,0.7,Village Road,Black Top,,0/235,,10,50,Additional R/Wall Required,10,,,,,,,,,,,5,Protection Work Required,31.141178,77.16216,Self Visit,,
10141,Shimla,Landslide,07-08-2025,Chirgaion-2(Chirgaion),Bhetiyani Jokta Pul,Roads,Chirgaon Gushali road ,9,Village Road,Black Top,,"3/435 to 3/457, 3/127 to 3/137, 3/126 to 3/135, 3/105 to 3/127",3000,63,,,,,,,,,,,,,,25.36,,31.273886,77.878653,Self Visit,,
10142,Shimla,Sinking of Land,04-09-2025,Bhadrash(Rampur sub-division),Narain,Roads,Bhadrash Brandli road,34.09,Village Road,Black Top,,33/900,60,180,,Additional R/Wall Required,30,Additional B/Wall Required,40,,,,,,,Severely Damaged,320,18,R/Wall & B/Wall required ,31.339608,77.714423,Self Visit,,
10143,Shimla,Sinking of Land,14-08-2025,Deory-khanety(Kotkhai),Panog,Roads,Kiari Bahlidhar road,4.5,Village Road,Black Top,,1/110 to 1/180,70,,0,Totally Damaged,0,,,,,,,,,Minor Damage,70,9.36,,31.134,77.5275,Self Visit,,
